"vib_rms","vib_mean","vib_std","current_rms","current_mean","current_std","rpm","temp_C","status"
0.25894425888552314,0.20840964175388374,0.08491632101353659,2.371052176407382,1.9749823442983858,0.2835526106917701,989.9661934751869,38.999149805655264,OVERCURRENT
0.37738951437902757,0.30500207078240693,0.1395496983753506,0.35344569573644335,0.29133607650319715,0.10599964123095941,994.8328013991523,73.3498635577101,OVERHEAT
0.41733947919578784,0.29059672307256035,0.11181993083714756,0.2090612338088018,0.2792117907943683,0.08748409297901981,916.2933107868038,41.00764946198588,NORMAL
0.42969302619671046,0.22088120103782904,0.19698310361214355,0.265199152003353,0.20262777751128075,0.0750162893478773,950.5561832378145,42.35431052215881,NORMAL
0.3929515265070336,0.3903539862882014,0.23826694730216486,1.709909118942213,1.9757388009292796,0.3160761930053866,943.7760992771291,41.77233170730808,OVERCURRENT
2.272325338563608,0.5015746471982594,0.7081115991440573,0.4076099935394181,0.34933314340539723,0.0989428196287831,847.918044323957,52.915378477143676,UNBALANCE
0.6436576229416674,0.11966526462248539,0.08647762760629035,2.4137269511699078,1.9731728850287662,0.20133305819759606,936.6702434931789,38.00432081894429,OVERCURRENT
2.1339173355616796,0.7818848256484991,0.9103265156513871,0.5859059584947968,0.6441971943378499,0.09806704124556523,759.8572899067359,52.83156188167088,UNBALANCE
0.05755734103222369,0.025821723341684484,0.018752888128878365,0.05277743920279208,0.03318200585434768,0.028388131279110787,4.508881435974024,25.192224024895907,STOPPED
0.3092217767183614,0.29963166266551855,0.18473086742225442,2.4567074668844167,2.260031972207695,0.14309270283357065,941.6869304638659,43.87146698513713,OVERCURRENT
0.6186715440003223,0.15304772463692912,0.08490368554488548,1.9854689628032105,2.21843259159649,0.25552903409865124,974.7071433871391,45.82247537807658,OVERCURRENT
0.34417217495301233,0.18898753530971052,0.12025982260968851,2.0948932054967386,2.206853376449165,0.1856015252903841,920.7282631610934,43.24354315669234,OVERCURRENT
0.4554022836563068,0.10736441323032918,0.06135184127339628,2.273688078875833,1.5790495172298573,0.28672607439721104,800.7892624643434,52.63308076242642,OVERCURRENT
1.9275107394594033,0.8325367954952982,0.6972373994141691,0.4912140721609391,0.6997538369629471,0.15772276208899785,836.9834630663499,36.72320856497212,UNBALANCE
2.0019654772192452,0.9784133249087786,0.788372056374437,0.7988747986346618,0.5135913689918481,0.18155426979927836,899.5653287345784,47.710498153615056,UNBALANCE
0.06197352263491678,0.02033492346771631,0.026466935744322153,0.07487962144965345,0.06432033748280319,0.015847974334509882,14.10916661773494,41.27641260092717,STOPPED
0.5965539160582656,0.23202091655503362,0.1896902861521776,0.338950200014559,0.20132975433861558,0.07235744656327853,945.5768159839589,29.16209668015132,NORMAL
2.319256842402388,0.9958923497852454,0.9172923542242084,0.30017295020855533,0.3161906231873294,0.10679026645479826,903.4966249561649,52.191623247098434,UNBALANCE
0.4625861092358364,0.30576362177537886,0.16640035322243246,2.2505531249975452,2.268043062680392,0.1818362226856453,995.7785622368266,35.521604422937884,OVERCURRENT
0.07913731252486256,0.03940032124644369,0.026365696567962307,0.09624087232355755,0.03427536604993225,0.018192182350457647,12.475156801607337,27.091281516844923,STOPPED
0.060216452412684085,0.044902998432084625,0.018073545671252644,0.0029813750977155996,0.06967508620476862,0.005589592879791652,2.5043909029203837,38.77421052202459,STOPPED
0.02327814755041239,0.03668444696905257,0.011481370186265894,0.04943527328055928,0.03654493181191799,0.0041207332005448105,14.06206793791391,33.169816647620856,STOPPED
0.6585221985897598,0.19411724580239242,0.13932661568749327,1.8206490376584448,1.4748535908624762,0.10736619797006387,926.4929830635291,42.08615694361444,OVERCURRENT
0.6130289284274332,0.14308264450988062,0.07037899372134726,0.2611777101419199,0.25871225381058444,0.08940700992618279,875.6801614677246,65.3332737896497,OVERHEAT
0.512741029570357,0.10836392301892234,0.1817922729261044,0.40485915880027457,0.21323327497274192,0.08651184193703702,985.7987429447319,39.13195758921926,NORMAL
